Title,Owner,State,City/District,Periodity
NAUJAWAN TIMES,SYED FASIHUDDIN,BIH,PATNA,W
CAREER & COMPETITION TIMES,"BENNETT, COLEMAN & CO.LTD",BIH,PATNA,W
BIHAR YOUNG TIMES,REHANA KHATOON,BIH,PATNA,W
AZIMABAD TIMES,Z A NOMANI & SYED MOHD ASIF,BIH,PATNA,W
RAXAUL TIMES,UMASHANKAR ANUJ,BIH,PURBA CHAMPARAN,W
UTTAR BIHAR TIMES,ABINASH CHANDRA VERMA,BIH,PURBA CHAMPARAN/ MOTIHARI,F
JAGRITI TIMES,SANJAY KUMAR SINGH,BIH,PURNIA,D
DEHRI TIMES,IRFAN QURAISHI,BIH,ROHTAS,D
KADAK VIHAR TIMES,DEEPAK KUMAR RAI,BIH,ROHTAS,D
SASARAM TIMES,SATYAM PATEL,BIH,ROHTAS,M
SANDHYA SHERSHAH TIMES,DHRUB BIHARI AGARWAL,BIH,ROHTAS,TWW
RANJANA TIMES,RANJANA SINGH,BIH,SAHARSA,D
KOSI TIMES,SHAMBHULAL AGARWAL,BIH,SAHARSA,F
SAMASTIPUR TIMES,VISHWANATH PRASAD SINGH,BIH,SAMASTIPUR,D
KIRANJAY TIMES,AJAY KUMAR SINHA,BIH,SAMASTIPUR,M
SARAISA TIMES,NAGENDRA NATH CHOWDHARY,BIH,SAMASTIPUR,W
SERAI KI TIMES,KRISHAN LAL KATHURIA,BIH,SAMASTIPUR,W
JHANJHAT TIMES,R.K.ROY,BIH,SAMASTIPUR,W
DEV NANDAN NUTAN TIMES,DEVNANDAN RAI,BIH,SAMASTIPUR,W
JIRADEI TIMES,VISHWAS KISHORE,BIH,SARAN,D
JIRA DEI TIMES,VISHWAS KISHOR,BIH,SARAN,W
PARSA TIMES,KUMAR ANAND BIHARI PRASAD,BIH,SARAN,W
JANKI TIMES,HARINARAYAN PRASAD,BIH,SITAMARHI,D
SATYA PRAN TIMES,BHOLE RAMAN DIWAKAR,BIH,SITAMARHI,W
ALIGANJ TIMES,SHAMSHAD ALI KHAN YAQUBI,BIH,SIWAN,M
SIWAN TIMES,SYED ARIF HASNAIN,BIH,SIWAN,W
GORAUL TIMES,RAM NATH VIDROHI,BIH,VAISHALI,F
LICHHAVI TIMES,A.H. NOMANI,BIH,VAISHALI,W
TOBACCO FREE TIMES,DR SONU GOEL,CHA,CHANDIGARH,BM
THE TIMES OF INDIA,"BENNETT, COLEMAN & CO.LTD",CHA,CHANDIGARH,D
CHANDIGARH TIMES OF INDIA,BENNETT COLEMAN AND CO LTD,CHA,CHANDIGARH,D
HINDUSTAN TIMES,HT MEDIA LTD,CHA,CHANDIGARH,D
SUPPLEMENT TO THE HINDUSTAN TIMES,DEVDAS GANDHI,CHA,CHANDIGARH,D
LUDHIANA TIMES OF INDIA,BENNETT COLEMAN AND CO LTD,CHA,CHANDIGARH,D
THE GROTAL TIMES,ANURADHA BAKSHI,CHA,CHANDIGARH,D
E TIMES,BENNETT COLEMAN AND CO LTD,CHA,CHANDIGARH,D
SAAMNA TIMES,SHIV DARSHAN PRAKASHAN,CHA,CHANDIGARH,D
THE ECONOMIC TIMES,"BENNETT, COLEMAN & CO.LTD",CHA,CHANDIGARH,D
DAINIK SAVERA TIMES,SHITAL KUMAR VIJ,CHA,CHANDIGARH,D
CRIMINAL LAW TIMES,M. SURI,CHA,CHANDIGARH,F
NUPUR TIMES,VEENA DHHINGRA,CHA,CHANDIGARH,F
SUNNY TIMES,DALJIT SINGH,CHA,CHANDIGARH,F
LAHORE LAW TIMES,VINOD KUMAR SURI,CHA,CHANDIGARH,M
ALLAHABAD LAW TIMES,BINOD KUMAR SURI,CHA,CHANDIGARH,M
THE MISSILE TIMES,PARMESHWARI DEVI,CHA,CHANDIGARH,M
SATLVI EDUCATIONAL TIMES,PRITAM SINGH,CHA,CHANDIGARH,M
FITNESS TIMES,RAMA HEALTH CARE LTD,CHA,CHANDIGARH,M
THE WRITE TIMES,RAJNI KHORANA,CHA,CHANDIGARH,M
SUNDAY TIMES OF INDIA,"BENNETT, COLEMAN & CO.LTD",CHA,CHANDIGARH,W
THE ECONOMIC TIMES ON SUNDAY,"BENNETT, COLEMAN & CO.LTD",CHA,CHANDIGARH,W
THE ECONOMIC TIMES ON SATURDAY,"BENNETT, COLEMAN & CO.LTD",CHA,CHANDIGARH,W
MY TIMES OF SHIMLA,"BENNETT, COLEMAN & CO.LTD",CHA,CHANDIGARH,W
THE ECONOMIC TIMES MAGAZINE,"BENNETT, COLEMAN & CO.LTD",CHA,CHANDIGARH,W
CHANDIGARH TIMES WEEKLY,C.L.CHAUDHARY,CHA,CHANDIGARH,W
INTERNATIONAL TIMES,T C MITTAL,CHA,CHANDIGARH,W
CHANDIGARH TIMES,C.L.CHAUDHARY,CHA,CHANDIGARH,W
TRANSPORT TIMES,MOHINDER SINGH WALIA,CHA,CHANDIGARH,W
MY TIMES OF JALANDHAR,"BENNETT, COLEMAN & CO.LTD",CHA,CHANDIGARH,W
CHANDIGARH BREAKING TIMES,RAJU KASHYAP,CHA,CHANDIGARH,W
LOCAL TIMES,BALJIT SINGH SOKHI,CHA,CHANDIGARH,W
SUNDAY HINDUSTAN TIMES,HT MEDIA LTD,CHA,CHANDIGARH,W
MY TIMES OF SRINAGAR,"BENNETT, COLEMAN & CO.LTD",CHA,CHANDIGARH,W
MID INDIA TIMES,AJRA NIYAJI,CHH,BASTAR,D
VATAN INDIA TIMES,RANJEET BAKHSHISH,CHH,BASTAR,W
GOLD TIMES,DILIP KUMAR ANVANI,CHH,BASTAR,W
KUMITE TIMES,SARJEET SINGH BAKSHI,CHH,BASTER,BM
BASTAR TIMES,KAMINI SHRIWASTAV,CHH,BASTER,W
BEMETARA TIMES,SUFAL DAS MANIKPURI,CHH,BEMETARA,M
EVENING TIMES,NATHMAL SHARMA,CHH,BILASPUR,D
BPN TIMES,B.S. BAGHEL,CHH,BILASPUR,D
SWARN KALA TIMES,NAND KISHOR SONI,CHH,BILASPUR,M
FIRSTMAN TIMES,FIRSTMAN EDUCATION PRIVATE LIMITED,CHH,BILASPUR,M
UTSAV TIMES,SHARAD DUBEY,CHH,BILASPUR,Q
NYAYDHANI TIMES,VIJAY KUMAR THAKUR,CHH,BILASPUR,W
HARELI TIMES,BALDEV SINGH,CHH,BILASPUR,W
CENTRAL TIMES,KRISHNA MURTI TAH,CHH,BILASPUR,W
MASTURI TIMES,SUNITA MISHRA,CHH,BILASPUR,W
SCANNER TIMES,SUSHMITA BHATTACHARJEE,CHH,BILASPUR,W
BILASPUR VIKAS TIMES,MOTU MAL BHEEMNANI,CHH,BILASPUR,W
BILASPUR TIMES,B. R. YADAV,CHH,BILASPUR,W
HASDEO TIMES,KRISHNA KUM. SHARMA,CHH,BILASPUR,W
NAV DURGA SHAKTI TIMES,ASAN DAS HINDUJA,CHH,BILASPUR,W
M P DELUXE TIMES,RASHMI GUPTA,CHH,DHAMTARI,D
INDRA DHANUSH TIMES,TIRATH RAJ FUTAN,CHH,DHAMTARI,M
DHAMTARI TIMES,T.D.SINHA,CHH,DHAMTARI,W
POORAB TIMES,MADHUR CHITLANGIA,CHH,DURG,D
JANTA TIMES TODAY,MANNA SEN,CHH,DURG,M
BHILAI TIMES,DEVI DAS,CHH,DURG,W
CHANDRA TIMES,ARVIND KUMAR JHA,CHH,DURG,W
JANSAGAR TIMES,ANANT GIRI,CHH,DURG,W
GARIABAND TIMES,RITESH YADAV,CHH,GARIABAND,F
PAMGARH TIMES,UDAY HARBANSH,CHH,JAJGIR-CHAMPA,BM
JANJGIR TIMES,SHANKER LAL AGRAWAL,CHH,JANJGIR-CHAMPA,W
SHATABDI TIMES,DURGESH SINGH RAJPUT,CHH,KABIRDHAM,W
CHHATTISGARH SCHOOL TIMES,ANU THOMAS,CHH,KOBRA,M
KORBA BALCO TIMES,PREM CHAND JAIN,CHH,KORBA,D
BANGO TIMES,VIJAY KUMAR SHARMA,CHH,KORBA,W
KUTGHORA TIMES,SANDEEP CHOUBEY,CHH,KORBA,W
MAKSAD TIMES,MANOJ KUMAR SINGH,CHH,KORIYA,M
VASHISHT TIMES,VAIDYA RAMESH CHANDR,CHH,KORIYA(CHH),W
SACH TIMES,RAVINDRA SINGH NAVRANG,CHH,MAHASAMUND,D
TIMES OF SIRPUR,DALER SINGH CHAWLA,CHH,MAHASAMUND,W
MAHASAMUND TIMES,RAVINDRA KUMAR VIDANI,CHH,MAHASAMUND,W
MUNGELI TIMES,MADHU SHUKLA,CHH,MUNGELI,W
SARANGARH TIMES,AMITESH KESHARWANI,CHH,RAIGARH,D
ISPAT TIMES,NAVNEET JAGATRAMKA,CHH,RAIGARH,D
NAVRATAN TIMES,CHETRAM NAMDEV,CHH,RAIGARH,W
TIMES CHANNEL,NEERAJ PATEL,CHH,RAIGARH,W
RAIGARH TIMES,MANOHAR PRASAD MISHRA,CHH,RAIGARH,W
SINDH TIMES,ANIL KUMAR AHUJA,CHH,RAIGARH,W
JANBANDHU TIMES,MOHAMMAD HUSAIN,CHH,RAIGARH,W
SANDESH BANDHU TIMES,DEVENDRA SINGH SIBBAL,CHH,RAIPUR,D
KALL RATRI TIMES,SARITA PRINTERS AND PUBLISHERS,CHH,RAIPUR,D
LOK BHARAT TIMES,AZAM KHAN,CHH,RAIPUR,D
DHANANJAY TIMES,MANOJ SINGH THAKUR,CHH,RAIPUR,D
SACH TIMES,RAVINDRA SINGH NAVRANG,CHH,RAIPUR,D
JALAJ TIMES,MAMTA YADAV,CHH,RAIPUR,D
SAAMNA TIMES,SHIV DARSHAN PRAKASHAN,CHH,RAIPUR,D
POORAB TIMES,MADHUR CHITLANGIA,CHH,RAIPUR,D
THE TIMES OF INDIA,"BENNETT, COLEMAN & CO.LTD",CHH,RAIPUR,D
EVENING TIMES,NATHMAL SHARMA,CHH,RAIPUR,D
BPN TIMES,B.S. BAGHEL,CHH,RAIPUR,D
RATANGARH TIMES,DEEPA DOORWAR,CHH,RAIPUR,D
CHOICE TIMES,SANJEEV KUMAR MISHRA,CHH,RAIPUR,D
DESH BHAKT TIMES,K. SATYANARAYANA,CHH,RAIPUR,D
CHOICE TIMES,SANJEEV KUMAR MISHRA,CHH,RAIPUR,D
ISPAT TIMES,NAVNEET JAGATRAMKA,CHH,RAIPUR,D
SHRI RAWATPURA TIMES,OM PRAKASH TRIPATHI,CHH,RAIPUR,F
DABANG TIMES,ABDUL HAMEED,CHH,RAIPUR,F
NISHAD TIMES,RITU KEWAT,CHH,RAIPUR,F
NITYA NAMAN TIMES,NITIN KUMAR GUPTA,CHH,RAIPUR,M
CLIPPER TIMES,BINDU AJITH,CHH,RAIPUR,M
SUFI TIMES,SMT.FARJANA BEGUM,CHH,RAIPUR,M
GATI TIMES,YOGESH MALVIYA,CHH,RAIPUR,M
RAJIM TIMES,TUKARAM KANSARI,CHH,RAIPUR,M
DASHMAT TIMES,MUKESH KUMAR CHELAK,CHH,RAIPUR,M
APALAK TIMES,PRADEEP SAHU,CHH,RAIPUR,M
MITAN POLICE TIMES,PRATIBHA SRIVASTAVA,CHH,RAIPUR,M
PAWAN PUTRA TIMES,VASANT VEER UPADHYAY,CHH,RAIPUR,M
PARYAWARAN-URJA TIMES,INDUS TECHNICAL & FINANCIAL CONSULTANT LTD.,CHH,RAIPUR,M
GIRIBAL TIMES,VIRENDRA JOSHI,CHH,RAIPUR,M
NAV AABHA TIMES,MURARI JHA,CHH,RAIPUR,M
NAVLAY TIMES,VIKRAM KUMAR,CHH,RAIPUR,M
HERO TIMES,SANTOSH KUMAR HARIBYASHI,CHH,RAIPUR,M
PROMPT TIMES,SATYA DEV TIWARI,CHH,RAIPUR,M
SHRI SAINATH TIMES,PRAM KUMAR SONI,CHH,RAIPUR,M
RAIPUR TIMES,"BENNETT, COLEMAN & CO.LTD",CHH,RAIPUR,THW
AKBAR TIMES,SMTI. IRAM HASAN,CHH,RAIPUR,W
SUNDAY TIMES OF INDIA,"BENNETT, COLEMAN & CO.LTD",CHH,RAIPUR,W
SOCIALIST TIMES,ZAFAR RAUFI,CHH,RAIPUR,W
SANGWARI TIMES,FARIDA KHAN,CHH,RAIPUR,W
TILDA TIMES,DEVENDRA SHARMA,CHH,RAIPUR,W
NANDGAON TIMES,RANOOLAL JHABAK,CHH,RAJNANDGAON,D
GAYAGWAL TIMES,RAJU LAL SINHA,CHH,RAJNANDGAON,F
NANDANWAR TIMES,TULARAM NANDANWAR,CHH,RAJNANDGAON,F
DIVINE TIMES,NARENDRA KUMAR SAHU,CHH,RAJNANDGAON,M
VIKUR TIMES,PRAVEEN YADAV,CHH,RAJNANDGAON,M
DHANESHWARI TIMES,LOKESH KUMAR SAHU,CHH,RAJNANDGAON,M
VEERTA TIMES,AARTI NAMDEV,CHH,RAJNANDGAON,M
PRATIDIN TIMES,MEENA NAMDEV,CHH,RAJNANDGAON,M
KHUSHNUMA TIMES,SHANTI NAMDEV,CHH,RAJNANDGAON,M
BUDGET TIMES,DINESH NAMDEV,CHH,RAJNANDGAON,M
ANUMODAN TIMES,NAYEEM AHMAD QURESHI,CHH,RAJNANDGAON,M
TENSION TIMES,B.R. SINHA,CHH,RAJNANDGAON,M
PRABANDHAN TIMES,SANJAY NAMDEV,CHH,RAJNANDGAON,M
CHAUBEY TIMES,SHAMBHUNATH CHAUBEY,CHH,RAJNANDGAON,W
CHAMUNDA TIMES,RAJIV LOCHAN MISHRA,CHH,RAJNANDGAON,W
BHARREGAON SURGI TIMES,REKHA LAL SAHU,CHH,RAJNANDGAON,W
CHHATTISGARH TIMES,KARTAR SINGH KANJVAN,CHH,RAJNANDGAON,W
DIN DARSHAN TIMES,SUSHIL KUMAR SHARMA,CHH,RAJNANDGAON,W
NAMDEV TIMES,DINESH NAMDEV,CHH,RAJNANDGAON,W
NEOTECH TIMES,NEOTECH TECHNICAL AND MANAGEMENT COLLEGE,CHH,SARGUJA,F
RIHAND TIMES,TRILOK KAPOOR KASHWAHA,CHH,SURGUJA,D
SURGUJA TIMES,DARSHAN SINGH,CHH,SURGUJA,F
AMBIKA FRONT TIMES,TARUN KUMAR,CHH,SURGUJA,W
AMBIKA TIMES,AMRESH MISHRA,CHH,SURGUJA,W
AROUND THE TIMES,ASHOK BEDI,DD,DAMAN,D
SUSHILA TIMES,RAJENDRA DINIKAR CHAUDHARY,DD,DAMAN,D
SAVERA INDIA TIMES,NARESH AGARWAL,DD,DAMAN,D
DAMAN TIMES,R P THAKUR,DD,DAMAN,F
NAVBHARAT TIMES,MANOJKUMAR BAPUBHAI SHINDE,DD,DAMAN & DIU,D
DAMAN GANGA TIMES,SHEETAL PUBLICATION,DD,SILVASSA,D
SAAMNA TIMES,SHIV DARSHAN PRAKASHAN,DD,SILVASSA,D
THE TERRITORY TIMES,RIDDHI SIDDHI PUBLICATIONS,DD,SILVASSA,F
LUHARI TIMES,LALIT B. PATEL,DD,SILVASSA,M
THE TERRITORY TIMES,RIDDHI SIDDHI PUBLICATIONS,DD,SILVASSA,W
KUTAB TIMES,,DEL,,F
ATRI TIMES,RAMNIWAS,DEL,DEHI,F
TRANSYAMUNA TIMES,AMARWATI,DEL,DEHLI,M
HINDUSTAN TIMES WEDDING BELLS,HT MEDIA LTD,DEL,DELHI,A
THE TIMES OF INDIA HIGHER EDUCATION,"BENNETT, COLEMAN & CO.LTD",DEL,DELHI,A
HINDUSTAN TIMES KIDS PLAY,HT MEDIA LTD,DEL,DELHI,A
NAVBHARAT TIMES ANNUAL,"BENNETT, COLEMAN & CO. LTD.",DEL,DELHI,A
NIKITA TIMES,SUNNY JAIN,DEL,DELHI,A
PRIYANKA TIMES,MR J NAVEEN,DEL,DELHI,A
INTER CARD TIMES,D. D. M. C. INTER CARDS (P) LTD.,DEL,DELHI,BM
THE TIMES OF AFRICA,KIRIT SOBTI,DEL,DELHI,BM
MALL TIMES,PRANAV ANSAL,DEL,DELHI,BM
COMING TIMES,BHARPUR SINGH BALBIR,DEL,DELHI,BM
NAUJAWANE PAWAN SAHNI TIMES,PRAVESH SAHNI,DEL,DELHI,BM
GOSWAMI JYOTISH TIMES,BENI MADHAV GOSWAMI,DEL,DELHI,BM
RASHTRA HINDUSATTA TIMES,RAMPAL SINGH,DEL,DELHI,BM
TAC MARRIAGE TIMES,TARGET AUDIENCE COMMUNICATION PVT LTD,DEL,DELHI,BM
MODELLING AND FASHION TIMES,SANJEEV KUMAR GUPTA,DEL,DELHI,BM
DERMATOLOGY TIMES,SKIN INSTITUTE & PUBLIC SERVICE CHARITABLE TRUST,DEL,DELHI,BM
IMAGE TIMES,IMAGE FILM SOCIETY,DEL,DELHI,BM
PRINTING TIMES,V.N CHHABRA,DEL,DELHI,BM
HUMMING TIMES,V.R.NAGPAL,DEL,DELHI,D
SANDHYA TIMES,"BENNETT, COLEMAN & CO. LTD.",DEL,DELHI,D
THE CITIZEN TIMES,DHARAMVIR,DEL,DELHI,D
STATE TIMES,RAJ DALUJA,DEL,DELHI,D
SURAJ TIMES,VIMAL PRAKASHAN,DEL,DELHI,D
AAM AWAZ TIMES,ASIF KHAN,DEL,DELHI,D
THE TIMES NEWSDAY,MOHD. ASLAM QURESHI,DEL,DELHI,D
ISHAN TIMES,SANJAY RAI,DEL,DELHI,D
KHABAR TIMES,NARESH KUMAR,DEL,DELHI,D
BHUMI TIMES,JITENDRA CHATURVEDI,DEL,DELHI,D
SANCHAR TIMES,DEHDANI S.K.JAIN,DEL,DELHI,D
JANBHAWNA TIMES,ADITYA VASHISTHA,DEL,DELHI,D
RASHTRAWADI TIMES,CHANDRA JYOTI PRAKASHAN PVT LTD.,DEL,DELHI,D
RASHTRAWADI TIMES,CHANDRA JYOTI PRAKASHAN PRIVATE LIMITED,DEL,DELHI,D
LAYKA TIMES,S M ASIF,DEL,DELHI,D
ORIENTAL TIMES,M.J. ANSARI,DEL,DELHI,D
THE TIMES OF UNIVERSE,SATISH KUMAR,DEL,DELHI,D
VISHWA KARMYOGI TIMES,M.N.P. PUBLICATION,DEL,DELHI,D
JAHANABAD TIMES,SHYAM SHARMA,DEL,DELHI,D
NITYA SHAKTI TIMES,AMAR KUMAR,DEL,DELHI,D
BPN TIMES,B.S. BAGHEL,DEL,DELHI,D
THE CAPITAL SMALL NEWS PAPER TIMES,CAPITAL SMALL NEWS PAPER ASSOCIATION,DEL,DELHI,D
DAINIK SAVERA TIMES,SHITAL KUMAR VIJ,DEL,DELHI,D
NAVLOK TIMES,NAVLOK TIMES SAHYOGI PRAKASHAN PVT.LTD,DEL,DELHI,D
SARVHARA TIMES,M/S. PRELUDE MEDIA AND COMMUNICATION PVT. LTD.,DEL,DELHI,D
TANUL TIMES,SUNIL KUMAR,DEL,DELHI,D
JAGDISH TIMES,JAGDISH KUMAR RATHORE,DEL,DELHI,D
NAMASKAR TIMES,NEELAM VASHIST,DEL,DELHI,D
JASARAT TIMES,SYED AFZAL HUSAIN,DEL,DELHI,D
DESHWAL TIMES,MAHFUJ ALI DESHWAL,DEL,DELHI,D
RASHTRIYA PARAMHANS TIMES,POONAM SHARMA,DEL,DELHI,D
ITEHAD TIMES,S.M. FAISAL,DEL,DELHI,D
TIMES NEWS,SANJAY SHARMA,DEL,DELHI,D
THE MAYOR TIMES,AQUIL AHMAD,DEL,DELHI,D
MAHANAGAR VANSH TIMES,SMT.SUDESH KUMARI,DEL,DELHI,D
MAHANAGAR TIMES,GOPAL SHARMA,DEL,DELHI,D
KUBER TIMES,KUBER MEDIA LTD.,DEL,DELHI,D
AL-FAHAD TIMES,HAMOOD AHMED SIDDIQUI,DEL,DELHI,D
THE HERALD TIMES,MOHAMMAD ASLAM QURESHI,DEL,DELHI,D
BAHUJAN TIMES,KANSHI RAM,DEL,DELHI,D
SARKAR TIMES,RAJBAHADUR JAIN (JAINI SAHAB),DEL,DELHI,D
BAHUJAN TIMES,KANSHI RAM,DEL,DELHI,D
NAGAR MIRROR TIMES,PREETI SHARMA,DEL,DELHI,D
MILAP TIMES,PRADEEP KUMAR,DEL,DELHI,D
THE INDUS TIMES,VIJAY KUMAR AGGARWAL,DEL,DELHI,D
RASHTRAWADI TIMES,CHANDRA JYOTI PRAKASHAN PVT LTD.,DEL,DELHI,D
AROUND THE TIMES,ASHOK BEDI,DEL,DELHI,D
SATYEN TIMES,SATYENDRA KUMAR CHAUDHARY,DEL,DELHI,D
TIMES DAY,MANISH SARAF,DEL,DELHI,D
HIMACHAL TIMES,PETROLEUM & ENERGY PUBLICATIONS PVT.LTD.,DEL,DELHI,D
PURTHIKA TIMES,NEHA GALHOTRA,DEL,DELHI,D
BABYIAN TIMES,MANJU GUPTA,DEL,DELHI,D
ROZANA TIMES,ASHA YADAV,DEL,DELHI,D
HARNA TIMES,RAJBIR SINGH BANSAL,DEL,DELHI,D
SANKALP TIMES,TAJINDER KAUR,DEL,DELHI,D
KUNAL TIMES,RAJU,DEL,DELHI,D
COMING TIMES,BHARPUR SINGH BALBIR,DEL,DELHI,D
ARJUN TIMES,HARISH LAMBA,DEL,DELHI,D
MUDGAL TIMES,ANUJ KUMAR SHARMA,DEL,DELHI,D
DELHI TIMES OF INDIA,"BENNETT, COLEMAN & CO.LTD",DEL,DELHI,D
THE ECONOMIC TIMES,"BENNETT, COLEMAN & CO.LTD",DEL,DELHI,D
VISHWA EKTA TIMES,DR. MOHD. FURQUAN,DEL,DELHI,D
SIDRA TIMES,SAJID UBAID,DEL,DELHI,D
QASBA TIMES,ABSAR AHMAD,DEL,DELHI,D
JADEED LIFE TIMES,SIBA BEEGUM,DEL,DELHI,D
LOKTANTRA TIMES,MD. KHALID ANWAR,DEL,DELHI,D
T.N.A. TIMES,OM PRAKASH,DEL,DELHI,D
VENUS TIMES,KARANVEER SINGH,DEL,DELHI,D
RABTA TIMES,AYAAN PUBLICATION PVT.LTD,DEL,DELHI,D
OZONE TIMES,BIJENDER KUMAR,DEL,DELHI,D
CHANDRA JYOTI LOK VANI TIMES,CHANDRA JYOTI PRAKASHAN PVT LTD.,DEL,DELHI,D
VIDYA SAGAR TIMES,SUDHIR KUMAR JAIN,DEL,DELHI,D
SAHARA SANDESH TIMES,FURKAN ALI,DEL,DELHI,D
FAREED TIMES,WASIUDDIN SIDDIQUI,DEL,DELHI,D
PRAGATHI TIMES,AFROZ QURESHI,DEL,DELHI,D
RASHTRIYA PRACHAND AWAZ TIMES,J.K. RATHORE,DEL,DELHI,D
TANUL TIMES,SUNIL KUMAR,DEL,DELHI,D
THAQAFAT TIMES,ZILLUR RAHMAN,DEL,DELHI,D
KHULASA TIMES,ASHFAQ KHAN,DEL,DELHI,D
ASHOKA TIMES,ASHOK KUMAR,DEL,DELHI,D
AMAR TIMES,KRISHNA PARASHER,DEL,DELHI,D
PRACHEEN TIMES,ADARSH KUMAR,DEL,DELHI,D
NAVYUG TIMES,PRAVEEN KUMAR,DEL,DELHI,D
SAAMNA TIMES,SHIV DARSHAN PRAKASHAN,DEL,DELHI,D
GRAMPATH TIMES,DEVENDRA PRASAD,DEL,DELHI,D
TIRTHRAJ TIMES,G. P. TIWARI,DEL,DELHI,D
PARDAFASH TIMES,C. CHANDRA,DEL,DELHI,D
IMPARTIAL TIMES,USHA SHARMA,DEL,DELHI,D
BHARAT TIMES SAJAG,RAJESH KUMAR,DEL,DELHI,D
THE COUNTRY TIMES,VISHNU PUROHIT,DEL,DELHI,D
SHREE JI TIMES,SHREE JI PRAKASHAN,DEL,DELHI,D
RISHABH TIMES,PROPKAR CHARITABLE TRUST,DEL,DELHI,D
CHARHDIKALA BUSINESS TIMES,CHARHDIKALA PRINTING PRESS PVT. LTD.,DEL,DELHI,D
CITY TIMES,M C I 5 MEDIA COMMUNICATION PVT. LTD,DEL,DELHI,D
TANUL TIMES,SUNIL KUMAR,DEL,DELHI,D
THE IMPRESSIVE TIMES,MANOJ KUMAR MANDAL,DEL,DELHI,D
GUARDIAN SANDHYA TIMES,M/S GUARDIAN PUBLICATIONS PVT. LTD.,DEL,DELHI,D
ANMOL SAHIBA TIMES,BHUPENDRA JUNEJA,DEL,DELHI,D
SAFA TIMES,HABIBUR RAHMAN,DEL,DELHI,D
PRASHANT DEEP TIMES,A.K.AGARWAL,DEL,DELHI,D
DABAS TIMES,REKHA,DEL,DELHI,D
SANKHLA TIMES,HARIRAM,DEL,DELHI,D
JVG TIMES,JVG PUBLICATIONS LTD.,DEL,DELHI,D
JAI VARDHMAN TIMES,BHARTIYA JAN VIKAS SANSTHA,DEL,DELHI,D
THE TIMES OF INDIA,"BENNETT, COLEMAN & CO.LTD",DEL,DELHI,D
GURGAON TIMES OF INDIA,"BENNETT, COLEMAN & CO.LTD",DEL,DELHI,D
BHARAT TIMES SOWBHAGYA,SUSHMA RANI,DEL,DELHI,D
SHAH TIMES,M/S SHAH PUBLICATION PVT LTD,DEL,DELHI,D
THE INDIA SUN TIMES,ROMEO,DEL,DELHI,D
THE HERALD TIMES,MOHD.ASLAM QURESHI,DEL,DELHI,D
THE ECONOMIC TIMES,"BENNETT, COLEMAN & CO. LTD.",DEL,DELHI,D
ZOHAIR TIMES,AFSHEEN,DEL,DELHI,D
PARICHAY TIMES,YOGESH SHARMA,DEL,DELHI,D
SANDHYA EXPOSE TIMES,PRADEEP MAHAJAN,DEL,DELHI,D
G.T.B.TIMES,SANJEEV JAIN,DEL,DELHI,D
TYAGI TIMES,DHARM PAL TYAGI,DEL,DELHI,D
URDU TIMES,SAEED AHMED MOHAMMED NAZEER,DEL,DELHI,D
MEGA TIMES NEWS,PAWAN KUMAR,DEL,DELHI,D
DINANK TIMES,SANTOSH AHLUWALIA,DEL,DELHI,D
RASTRA TIMES,DYASHANKER CHATURVEDI,DEL,DELHI,D
THE YAM TIMES,MIR FIRASATH ALI BAQRI,DEL,DELHI,D
HIMANSHI TIMES,KOMAL,DEL,DELHI,D
RAJORA TIMES,RAKESH RAJORA,DEL,DELHI,D
THE SIKH TIMES,SIMMI BABBAR,DEL,DELHI,D
PROMPT TIMES,SATYA DEV TIWARI,DEL,DELHI,D
BIC TIMES,NAVIN PAL SINGH BHAN,DEL,DELHI,D
PAN ASIA TIMES,PRELUDE MEDIA & COMMUNICATION PVT. LTD.,DEL,DELHI,D
PREMIUM TIMES,AJAY KUMAR,DEL,DELHI,D
NOIDA TIMES OF INDIA,"BENNETT, COLEMAN & CO.LTD",DEL,DELHI,D
DELHI LAW TIMES,PRADEEP BAHL,DEL,DELHI,D
GABBAR TIMES,PRABHJOT SINGH,DEL,DELHI,D
NEWS LINE TIMES,VIJAY KUMAR GIRDHAR,DEL,DELHI,D
KHADIJA TIMES,SARA KHATOON,DEL,DELHI,D
ZEBA TIMES,MASEEHUDDIN,DEL,DELHI,D
SHASAN TIMES,SHASAN TIMES,DEL,DELHI,D
SHASTRI TIMES,POOJA PUBLICATION,DEL,DELHI,D
CHETAN TIMES,DR. CHETAN GUPTA,DEL,DELHI,D
SHILPKAR TIMES,CHANDRA BALLABH,DEL,DELHI,D
TRUE TIMES,AKHILESH PANDEY,DEL,DELHI,D
NAVODAYA TIMES,PUNJAB KESARI PUBLISHING HOUSE PVT LTD,DEL,DELHI,D
TOWN HALL TIMES,SURENDER KUMAR,DEL,DELHI,D
DESH BHAKT TIMES,K. SATYANARAYANA,DEL,DELHI,D
HIRA TIMES,SUBHASH C. GUPTA,DEL,DELHI,D
NAVBHARAT TIMES,"BENNETT, COLEMAN & CO.LTD",DEL,DELHI,D
HINDUSTAN TIMES,HT MEDIA LTD,DEL,DELHI,D
SWABHIMAN TIMES,BIG BROADCASTING & MULTIMEDIA CORPORATION LIMITED,DEL,DELHI,D
TODAY TIMES,PRADEEP KUMAR,DEL,DELHI,D
HINDUSTAN TIMES EVENING NEWS,THE HINDUSTAN TIMES,DEL,DELHI,D
